date,time,millis,ax,ay,az,rollrate,pitchrate,yawrate,roll,pitch,yaw,speed,course,latitude,longitude,altitude,pdop,hdop,vdop,epe,fix,satellites_view,satellites_used,temp
230414,82802500,1398245285010.435,-0.4216,-0.0392,-9.6589,-0.6956,-2.0173,-0.2086,1.7718,-4.2198,-79.354,34.06,290.93,51.044934999999995,13.777610000000001,117.74,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802500,1398245285022.156,-1.0884,-0.5883,-10.2375,-0.8347,-3.2,-0.2782,2.0113,-4.8247,-79.4023,34.06,290.93,51.044934999999995,13.777610000000001,117.74,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802500,1398245285041.6309,-0.9806,-0.3628,-9.5805,-1.0434,-1.5304,-0.2086,1.9184,-4.9317,-79.493,34.06,290.93,51.044938,13.777597,117.74,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802600,1398245285057.814,-1.5003,-0.5099,-10.0806,-0.5565,-3.1304,-0.1391,1.9049,-5.4766,-79.5726,34.13,290.75,51.044938,13.777597,117.77,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802600,1398245285070.4292,-0.9904,-0.7844,-9.7374,-0.8347,-1.7391,0.0,2.2424,-5.1644,-79.6809,34.13,290.75,51.044938,13.777597,117.77,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802600,1398245285090.4182,-0.1863,-0.2745,-9.6785,-0.626,-0.6956,-0.0695,1.9426,-5.2374,-79.8378,34.13,290.75,51.044938,13.777597,117.77,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802600,1398245285101.717,-0.402,-0.451,-9.9629,-1.113,-2.4347,-0.2782,2.0269999999999997,-4.6637,-79.9803,34.13,290.75,51.044938,13.777597,117.77,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802600,1398245285129.272,-0.402,-0.3726,-9.453,-1.5304,-2.4347,-0.4869,2.8005,-5.0368,-80.0518,34.13,290.75,51.044942,13.777584,117.77,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802700,1398245285143.156,0.3235,-0.1176,-9.5314,-1.4608,-1.0434,-0.4869,2.6855,-5.0416,-80.1548,34.2299,290.27,51.044942,13.777584,117.79,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802700,1398245285159.6328,-0.6373,-0.2745,-9.855,-1.3913,-2.5739,-0.4173,2.4631,-4.9373,-80.3175,34.2299,290.27,51.044942,13.777584,117.79,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802700,1398245285175.51,-0.9413,-0.3039,-10.2669,-1.8782,-3.2,-0.4173,2.8812,-4.5756,-80.3636,34.2299,290.27,51.044942,13.777584,117.79,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802700,1398245285192.936,-0.5687,-0.706,-9.404,-1.9478,-1.6695,-0.3478,2.6447,-4.7335,-80.4725,34.2299,290.27,51.044942,13.777584,117.79,3.9,1.74,3.49,1.84,3.0,9.0,6.0,41.01
230414,82802700,1398245285210.927,-1.3042,-0.6079,-9.7864,-2.3652,-2.9217,-0.2782,2.526,-5.5534,-80.5439,34.2299,290.27,51.044945,13.777571,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802800,1398245285230.8271,-1.6474,-0.4608,-9.7276,-1.8782,-2.713,-0.1391,1.8464,-5.0747,-80.6415,34.6,290.24,51.044945,13.777571,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802800,1398245285250.449,-0.3922,-0.4216,-9.7079,-1.3913,-2.2956,-0.1391,1.6583,-5.0508,-80.8408,34.6,290.24,51.044945,13.777571,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802800,1398245285269.5178,-0.4903,-0.2451,-9.6981,-0.9043,-1.0434,0.0,1.2542,-5.0702,-81.0996,34.6,290.24,51.044945,13.777571,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802800,1398245285290.3918,-0.3432,-0.2843,-10.6984,-0.9043,-2.8521,-0.0695,0.9582,-4.3828,-81.3344,34.6,290.24,51.044945,13.777571,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802800,1398245285310.953,-0.1274,-0.2451,-9.3745,-0.7652,-2.0869,-0.4173,1.3767,-4.6882,-81.4947,34.6,290.24,51.044948,13.777557999999999,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802900,1398245285330.864,-0.0294,0.1863,-10.158999999999999,-0.5565,-2.0869,-0.5565,0.9766,-5.0694,-81.7394,34.64,290.07,51.044948,13.777557999999999,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802900,1398245285350.436,-0.2843,0.1667,-9.1392,-0.2086,-2.4347,-0.2782,0.961,-4.607,-81.9116,34.64,290.07,51.044948,13.777557999999999,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802900,1398245285370.1702,-1.2257,-0.5687,-10.4826,-0.9043,-4.3826,-0.4173,2.3752,-4.6687,-82.0146,34.64,290.07,51.044948,13.777557999999999,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802900,1398245285390.435,-0.7256,-1.1178,-9.757,-1.6695,-2.2956,-0.2782,2.9982,-4.7744,-82.0244,34.64,290.07,51.044948,13.777557999999999,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82802900,1398245285410.914,-1.1276,-0.7158,-9.1,-2.0173,-2.226,-0.4173,2.8785,-4.5741,-82.1079,34.64,290.07,51.044951,13.777545000000002,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803000,1398245285433.2048,-1.5591,-0.5785,-9.4432,-1.6,-2.8521,-0.2086,2.7689,-5.3077,-82.1703,35.12,289.65,51.044951,13.777545000000002,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803000,1398245285450.398,-0.8923,-0.0588,-9.4922,-1.9478,-2.2956,-0.1391,2.1119,-5.0169999999999995,-82.2119,35.12,289.65,51.044951,13.777545000000002,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803000,1398245285470.7659,-0.1372,-0.2353,-9.4334,-1.3217,-0.9739,-0.2782,1.9680000000000002,-4.9548,-82.2738,35.12,289.65,51.044951,13.777545000000002,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803000,1398245285492.7341,-0.6766,-0.4412,-10.1982,-1.113,-2.3652,-0.2086,1.7726,-4.6002,-82.3648,35.12,289.65,51.044951,13.777545000000002,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803000,1398245285510.853,-0.6766,0.147,-9.502,-1.3217,-2.8521,-0.3478,1.4544,-4.6969,-82.4378,35.12,289.65,51.044953,13.777531,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803100,1398245285530.8052,0.1765,0.2745,-9.5608,-1.1826,-1.1826,-0.4869,1.2937,-4.9322,-82.4414,35.09,291.17,51.044953,13.777531,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803100,1398245285550.415,-0.2353,0.2059,-10.4238,-0.8347,-2.5043,-0.4173,1.2421,-4.5925,-82.4911,35.09,291.17,51.044953,13.777531,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803100,1398245285570.546,-0.4706,-0.5589,-9.5608,-0.6956,-2.2956,-0.2782,2.1555,-4.4812,-82.3809,35.09,291.17,51.044953,13.777531,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803100,1398245285590.36,-1.1473,-0.451,-10.2473,-1.2521,-2.9913,-0.2782,1.7978,-4.2074,-82.4044,35.09,291.17,51.044953,13.777531,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803100,1398245285610.898,-0.8433,-0.6079,-9.9335,-1.113,-1.3913,-0.1391,1.7957,-4.3278,-82.3731,35.09,291.17,51.044957000000004,13.777517999999999,117.79,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803200,1398245285630.8992,-0.8531,-0.7158,-9.0607,-0.626,-1.6,-0.1391,2.1502,-4.4808,-82.334,35.2,290.61,51.044957000000004,13.777517999999999,117.74,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803200,1398245285650.4421,-1.3728,-0.4608,-10.0806,-1.113,-2.1565,-0.1391,1.986,-4.476,-82.2932,35.2,290.61,51.044957000000004,13.777517999999999,117.74,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803200,1398245285673.065,-0.5197,-0.2745,-10.5022,-0.7652,-1.7391,-0.2086,1.8925,-3.9463,-82.2817,35.2,290.61,51.044957000000004,13.777517999999999,117.74,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803200,1398245285690.319,-0.147,-0.2745,-10.1296,-1.3913,-1.3913,0.0,1.8919,-3.9504,-82.2689,35.2,290.61,51.044957000000004,13.777517999999999,117.74,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803200,1398245285710.9092,-0.6766,-0.1078,-9.9237,-1.9478,-2.6434,-0.1391,1.8845,-3.955,-82.2535,35.2,290.61,51.044959999999996,13.777505,117.74,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803300,1398245285732.13,-0.8629,-0.0098,-9.7962,-1.9478,-2.9217,-0.4869,1.8677,-3.9788,-82.2363,35.26,291.22,51.044959999999996,13.777505,117.71,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803300,1398245285750.3418,-0.1667,0.1274,-9.6981,-1.3217,-1.9478,-0.5565,1.8555,-4.002,-82.2207,35.26,291.22,51.044959999999996,13.777505,117.71,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803300,1398245285763.819,0.3235,0.2451,-9.5216,-1.3913,-1.9478,-0.4173,1.8466,-4.0129,-82.2054,35.26,291.22,51.044959999999996,13.777505,117.71,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803300,1398245285789.294,-0.4118,-0.5491,-9.3059,-1.113,-2.5043,-0.4173,1.8508,-4.0325,-82.1899,35.26,291.22,51.044959999999996,13.777505,117.71,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803300,1398245285801.555,-1.1079999999999999,-0.6079,-10.0119,-1.3217,-3.826,-0.4173,1.8397,-4.0581,-82.1788,35.26,291.22,51.044963,13.777492,117.71,3.91,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803400,1398245285821.5771,-0.7256,-0.7158,-9.2667,-1.6695,-2.0173,-0.4173,1.8291,-4.0973,-82.1669,35.36,291.46,51.044963,13.777492,117.68,3.91,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803400,1398245285836.2,-0.6471,-0.7158,-9.4922,-1.6,-2.1565,-0.1391,1.8169,-4.1214,-82.1573,35.36,291.46,51.044963,13.777492,117.68,3.91,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803400,1398245285857.2449,-1.3434,-0.3824,-10.414000000000001,-1.2521,-2.713,-0.1391,1.4627,-4.5209,-82.2818,35.36,291.46,51.044963,13.777492,117.68,3.91,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803400,1398245285881.1182,-0.9315,-0.4706,-9.7668,-1.3217,-2.0869,-0.1391,1.6171,-3.9311,-82.3344,35.36,291.46,51.044963,13.777492,117.68,3.91,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803400,1398245285896.6611,-0.5197,0.3137,-9.9335,-1.4608,-0.4173,-0.1391,1.2076,-4.4655,-82.4722,35.36,291.46,51.044965999999995,13.777479000000001,117.68,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803500,1398245285921.0571,-0.4216,-0.0784,-10.1002,-1.6,-1.1826,0.0,0.9317,-4.6204,-82.6237,35.6599,292.05,51.044965999999995,13.777479000000001,117.65,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803500,1398245285932.553,-1.0982,-0.3824,-10.0119,-1.2521,-2.2956,-0.2782,1.2116,-4.6979,-82.7493,35.6599,292.05,51.044965999999995,13.777479000000001,117.65,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803500,1398245285950.498,0.0882,-0.2451,-9.806000000000001,-1.1826,-3.1304,-0.2086,1.7268,-4.0654,-82.7575,35.6599,292.05,51.044965999999995,13.777479000000001,117.65,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.01
230414,82803500,1398245285970.499,0.2157,0.098,-9.5412,-0.9739,-1.6695,-0.2782,1.5819,-4.0894,-82.8562,35.6599,292.05,51.044965999999995,13.777479000000001,117.65,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803500,1398245285990.9302,0.2255,-0.098,-9.9727,-0.7652,-2.1565,-0.4173,1.7834,-4.501,-82.9609,35.6599,292.05,51.044969,13.777466,117.65,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803600,1398245286010.843,-1.2061,-0.5001,-10.2767,-0.1391,-3.5478,-0.2086,1.5355,-4.3389,-83.0547,35.7299,292.39,51.044969,13.777466,117.64,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803600,1398245286026.338,-0.8727,-0.2255,-9.2667,-0.626,-3.2695,-0.4173,1.2291,-4.3023,-83.1725,35.7299,292.39,51.044969,13.777466,117.64,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803600,1398245286036.14,-0.6275,-0.5393,-10.2571,-0.8347,-2.9913,-0.4173,2.032,-4.4469,-83.2153,35.7299,292.39,51.044969,13.777466,117.64,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803600,1398245286057.234,-0.2157,-0.5393,-9.0019,-0.9043,-1.113,-0.2086,1.9502,-4.3288,-83.3791,35.7299,292.39,51.044969,13.777466,117.64,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803600,1398245286092.1008,-1.5591,-0.6373,-10.5611,-0.9043,-3.4782,-0.2086,2.1453,-4.9306,-83.4986,35.7299,292.39,51.044971999999994,13.777453,117.64,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803700,1398245286110.825,-1.4022,-0.5589,-9.2863,-1.113,-2.5739,0.0,2.38,-4.8327,-83.5447,36.26,292.14,51.044971999999994,13.777453,117.61,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803700,1398245286128.085,-0.9707,-0.2059,-10.7964,-0.9739,-3.6173,0.0,1.9332,-4.5256,-83.6626,36.26,292.14,51.044971999999994,13.777453,117.61,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803700,1398245286141.5762,-0.3726,-0.1765,-9.2961,-1.113,-1.4608,-0.1391,1.9077,-5.0765,-83.7395,36.26,292.14,51.044971999999994,13.777453,117.61,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803700,1398245286156.931,-1.1375,-0.2255,-10.9043,-1.4608,-2.9913,0.0,2.09,-4.6038,-83.7756,36.26,292.14,51.044971999999994,13.777453,117.61,3.9,1.74,3.49,1.85,3.0,9.0,6.0,41.06
230414,82803700,1398245286170.9329,-1.6768,-0.1568,-10.4434,-1.3913,-3.6173,-0.1391,1.4916,-4.831,-83.8786,36.26,292.14,51.044975,13.777439999999999,117.61,1.74,1.45,0.96,1.85,3.0,9.0,6.0,41.06
230414,82803800,1398245286201.1008,-0.6177,0.0098,-9.1098,-1.1826,-1.3913,-0.2086,1.4149,-4.3218,-83.9562,35.95,292.5899,51.044975,13.777439999999999,117.61,1.74,1.45,0.96,1.85,3.0,9.0,6.0,41.06
230414,82803800,1398245286216.096,-0.049,0.2353,-9.0902,-1.0434,-1.1826,-0.3478,1.4041,-4.8435,-84.0368,35.95,292.5899,51.044975,13.777439999999999,117.61,1.74,1.45,0.96,1.85,3.0,9.0,6.0,41.06
230414,82803800,1398245286242.72,-0.4118,-0.1961,-9.6295,-1.113,-1.113,-0.3478,1.8255,-4.602,-84.0477,35.95,292.5899,51.044975,13.777439999999999,117.61,1.74,1.45,0.96,1.85,3.0,9.0,6.0,41.06
230414,82803800,1398245286258.106,-0.1568,-0.3726,-9.198,-0.9739,-1.1826,-0.4173,1.9114,-4.1283,-84.1371,35.95,292.5899,51.044975,13.777439999999999,117.61,1.74,1.45,0.96,1.85,3.0,9.0,6.0,41.06
230414,82803800,1398245286292.2158,-1.0688,-0.5001,-10.3944,-1.1826,-3.0608,-0.3478,1.963,-4.3283,-84.2623,35.95,292.5899,51.044979,13.777426,117.61,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82803900,1398245286310.854,-0.2353,-0.3628,-8.2861,-1.2521,-0.4173,-0.3478,1.9324,-4.7454,-84.2844,35.97,292.12,51.044979,13.777426,117.6,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82803900,1398245286330.095,-0.4314,-0.6471,-9.7766,-0.6956,-0.3478,-0.4869,2.3332,-5.2693,-84.3297,35.97,292.12,51.044979,13.777426,117.6,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82803900,1398245286342.122,-0.8923,-0.7256,-9.8844,-0.9739,-0.2086,-0.2782,2.7771,-5.1341,-84.3722,35.97,292.12,51.044979,13.777426,117.6,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82803900,1398245286358.114,-1.3042,-0.402,-9.9433,-1.3217,-1.5304,-0.4869,2.6279,-4.9139,-84.4645,35.97,292.12,51.044979,13.777426,117.6,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82803900,1398245286392.205,-1.7062,-0.7648,-11.3357,-1.8782,-2.4347,-0.2086,2.7185,-4.4716,-84.6325,35.97,292.12,51.044982,13.777413000000001,117.6,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804000,1398245286410.862,-0.7452,-0.3922,-8.9333,-2.2956,-0.0695,-0.0695,2.3602,-5.0879,-84.8727,36.1,291.91,51.044982,13.777413000000001,117.59,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804000,1398245286430.4758,-0.5197,-0.5883,-10.0315,-3.2,-0.8347,0.0,2.7291,-4.8484,-85.0374,36.1,291.91,51.044982,13.777413000000001,117.59,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804000,1398245286442.678,-0.5491,-0.1568,-10.7474,-2.713,-2.226,-0.0695,1.5764,-4.3601,-85.3339,36.1,291.91,51.044982,13.777413000000001,117.59,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804000,1398245286459.384,-1.6179,0.2157,-11.5711,-2.0173,-3.5478,-0.2086,0.4232,-3.8358,-85.6258,36.1,291.91,51.044982,13.777413000000001,117.59,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804000,1398245286478.481,-0.2843,-0.3137,-10.4924,-2.0173,-2.713,0.0,1.0761,-3.5953,-85.7999,36.1,291.91,51.044985,13.7774,117.59,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804100,1398245286496.5789,0.2353,0.0882,-8.8842,-1.3217,-0.9043,-0.4173,0.8526,-3.6855,-86.0245,36.2,291.64,51.044985,13.7774,117.57,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804100,1398245286519.73,-0.4314,0.2059,-9.7374,-0.626,-3.2,-0.626,0.2241,-4.9016,-86.294,36.2,291.64,51.044985,13.7774,117.57,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804100,1398245286530.364,-0.5295,-0.0882,-9.4432,-0.626,-3.7565,-0.5565,1.0883,-4.1587,-86.4436,36.2,291.64,51.044985,13.7774,117.57,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804100,1398245286551.015,-0.2059,-0.3432,-10.5513,-0.4869,-4.2434,-0.4869,1.3248,-3.6893,-86.7327,36.2,291.64,51.044985,13.7774,117.57,3.91,1.74,3.49,1.86,3.0,9.0,6.0,41.06
230414,82804100,1398245286570.974,-0.0588,-0.9217,-9.0117,-0.9739,-4.5913,-0.5565,2.025,-4.3332,-86.8135,36.2,291.64,51.044989,13.777385999999998,117.57,3.91,1.74,3.5,1.86,3.0,9.0,6.0,41.06
230414,82804200,1398245286596.724,-0.5883,-0.6864,-10.0021,-1.6,-4.5913,-0.4173,2.5553,-4.9197,-86.8938,36.15,291.66,51.044989,13.777385999999998,117.55,3.91,1.74,3.5,1.86,3.0,9.0,6.0,41.06
230414,82804200,1398245286619.305,-0.3137,-0.2353,-8.9921,-1.9478,-2.8521,-0.2086,1.5535,-4.8495,-86.9901,36.15,291.66,51.044989,13.777385999999998,117.55,3.91,1.74,3.5,1.86,3.0,9.0,6.0,41.06
230414,82804200,1398245286630.384,-0.1274,-0.6962,-10.8651,-1.6,-3.3391,-0.5565,1.6402,-4.4543,-87.0927,36.15,291.66,51.044989,13.777385999999998,117.55,3.91,1.74,3.5,1.86,3.0,9.0,6.0,41.06
230414,82804200,1398245286643.362,-1.1571,-0.4706,-9.7079,-1.9478,-3.0608,-0.2782,2.3599,-4.4634,-87.0869,36.15,291.66,51.044989,13.777385999999998,117.55,3.91,1.74,3.5,1.86,3.0,9.0,6.0,41.06
230414,82804200,1398245286670.268,-1.6278,0.0294,-9.855,-1.8086,-4.1043,-0.4869,1.7487,-5.2432,-87.1214,36.15,291.66,51.044992,13.777373,117.55,3.91,1.74,3.49,1.87,3.0,9.0,6.0,41.06
230414,82804300,1398245286691.7842,-1.2943,0.0882,-9.8158,-2.4347,-3.0608,-0.3478,1.3309,-5.3013,-87.0814,36.19,291.48,51.044992,13.777373,117.54,3.91,1.74,3.49,1.87,3.0,9.0,6.0,41.06
230414,82804300,1398245286712.958,-1.7062,-0.2549,-10.4042,-1.6695,-2.5739,-0.2086,1.7649,-6.1113,-86.9982,36.19,291.48,51.044992,13.777373,117.54,3.91,1.74,3.49,1.87,3.0,9.0,6.0,41.06
230414,82804300,1398245286730.36,-0.9315,-0.0294,-9.3157,-2.6434,-1.3913,0.2086,1.3845,-5.3607,-86.9786,36.19,291.48,51.044992,13.777373,117.54,3.91,1.74,3.49,1.87,3.0,9.0,6.0,41.06
230414,82804300,1398245286742.6182,-1.2061,-0.3628,-10.3944,-1.6695,-2.3652,0.2086,1.6149,-5.2885,-86.9307,36.19,291.48,51.044992,13.777373,117.54,3.91,1.74,3.49,1.87,3.0,9.0,6.0,41.06
230414,82804300,1398245286760.4111,-1.7454,0.0588,-10.7964,-2.5739,-3.4086,0.6956,1.7671,-4.8915,-86.9194,36.19,291.48,51.044996000000005,13.77736,117.54,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804400,1398245286788.7542,-1.8631,-0.098,-10.5218,-1.7391,-3.4086,0.3478,0.9038,-5.2588,-86.9911,36.25,291.0899,51.044996000000005,13.77736,117.52,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804400,1398245286800.7058,-0.3235,-0.402,-8.7175,-1.5304,-0.5565,0.2782,1.5342,-5.2432,-86.8244,36.25,291.0899,51.044996000000005,13.77736,117.52,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804400,1398245286816.168,0.0588,-0.5589,-8.7568,-1.0434,-0.9043,0.0695,2.6369,-4.5252,-86.6928,36.25,291.0899,51.044996000000005,13.77736,117.52,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804400,1398245286833.094,-0.3432,0.1176,-10.0413,-1.2521,-1.3913,-0.1391,1.2005,-4.2458,-86.8124,36.25,291.0899,51.044996000000005,13.77736,117.52,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804400,1398245286850.877,-0.6962,-0.6177,-10.2375,-0.6956,-2.9217,-0.0695,2.4104,-4.7112,-86.8602,36.25,291.0899,51.044999,13.777346,117.52,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804500,1398245286879.689,-0.4412,-0.4706,-9.2274,-0.9043,-2.226,-0.2782,2.2656,-4.7154,-86.7717,36.2299,291.11,51.044999,13.777346,117.51,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804500,1398245286895.2542,-1.0296,-0.8727,-10.1296,0.1391,-3.3391,-0.4173,2.1069,-4.9872,-86.7045,36.2299,291.11,51.044999,13.777346,117.51,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804500,1398245286912.0579,-0.6766,-0.5197,-8.7077,-1.0434,-1.4608,-0.1391,2.1305,-4.556,-86.5261,36.2299,291.11,51.044999,13.777346,117.51,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804500,1398245286930.305,-0.2353,-0.5295,-9.2667,-0.4869,-1.4608,-0.2086,1.7495,-4.3059,-86.4254,36.2299,291.11,51.044999,13.777346,117.51,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804500,1398245286951.051,-0.5295,-0.5981,-9.0215,-0.626,-0.9739,-0.4173,2.0212,-4.4928,-86.3403,36.2299,291.11,51.045002000000004,13.777332999999999,117.51,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804600,1398245286970.9448,-0.9119,-0.5393,-8.7175,-0.7652,-0.8347,-0.1391,1.9462,-5.39,-86.1351,36.27,290.86,51.045002000000004,13.777332999999999,117.49,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804600,1398245286993.171,-1.3238,-0.6668,-9.6785,-0.9739,-1.5304,0.1391,1.8295,-4.5177,-85.9646,36.27,290.86,51.045002000000004,13.777332999999999,117.49,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804600,1398245287010.397,-1.1767,-0.3824,-9.7962,-1.3913,-1.4608,0.1391,2.3214,-4.8178,-85.7979,36.27,290.86,51.045002000000004,13.777332999999999,117.49,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804600,1398245287021.614,-1.1079999999999999,-0.0294,-10.0315,-0.9043,-0.5565,0.1391,1.9622,-4.505,-85.74799999999999,36.27,290.86,51.045002000000004,13.777332999999999,117.49,3.91,1.74,3.5,1.87,3.0,9.0,6.0,41.06
230414,82804600,1398245287036.867,-1.3826,0.0784,-9.6687,-1.5304,-0.6956,0.0695,1.2647,-5.0445,-85.61200000000001,36.27,290.86,51.045006,13.777319,117.49,3.91,1.74,3.5,1.88,3.0,9.0,6.0,41.06
230414,82804700,1398245287060.39,-1.2159,-0.2059,-10.3159,-1.1826,-0.8347,0.2782,1.6722,-4.447,-85.3841,36.27,290.7799,51.045006,13.777319,117.47,3.91,1.74,3.5,1.88,3.0,9.0,6.0,41.06
230414,82804700,1398245287078.1418,-0.8139,0.0196,-9.404,-1.0434,-0.4173,0.0695,1.3301,-4.752,-85.2688,36.27,290.7799,51.045006,13.777319,117.47,3.91,1.74,3.5,1.88,3.0,9.0,6.0,41.06
230414,82804700,1398245287099.9128,-0.8727,-0.1568,-10.3551,-1.2521,-0.9739,0.0695,1.2407,-4.6081,-85.2004,36.27,290.7799,51.045006,13.777319,117.47,3.91,1.74,3.5,1.88,3.0,9.0,6.0,41.06
230414,82804700,1398245287110.418,-1.3238,-0.0882,-10.4238,-1.6,-2.226,0.2086,1.8429,-5.1878,-85.0935,36.27,290.7799,51.045006,13.777319,117.47,3.91,1.74,3.5,1.88,3.0,9.0,6.0,41.06
